run_id,cell_id,backend,cache_state,workers,n_patches,batch_size,warmup_batches,timed_batches,time_to_first_batch_ms,throughput_samples_per_sec,timed_wall_seconds,samples_timed,peak_cpu_rss_gb_global,peak_vram_allocated_gb,peak_vram_reserved_gb,gpu_starvation_wait_ms_total,gpu_starvation_wait_ms_mean,replacement_wait_ms_total
20260228_203718,custom_fused__warm_pool__w0__n16__b1,custom_fused,warm_pool,0,16,1,3,10,5965.900340990629,2.349543211246331,4.256146450992674,10,1.7126274108886719,0.0,0.0,22462.147666024975,1604.4391190017839,0.0
20260228_203718,custom_fused__warm_pool__w0__n16__b4,custom_fused,warm_pool,0,16,4,3,10,15841.231280006468,0.9819974054212435,40.73330517899012,40,1.7612724304199219,0.0,0.0,60567.624614050146,4326.258901003582,0.0
20260228_203718,custom_fused__warm_pool__w0__n64__b1,custom_fused,warm_pool,0,64,1,3,10,5448.649503989145,2.317220011964708,4.315515983966179,10,1.7474746704101562,0.0,0.0,17669.010320096277,1262.0721657211627,0.0
20260228_203718,custom_fused__warm_pool__w0__n64__b4,custom_fused,warm_pool,0,64,4,3,10,13796.272217994556,1.097125766065554,36.45890128298197,40,1.7478103637695312,0.0,0.0,54317.13614804903,3879.7954391463595,0.0
20260228_203718,custom_fused__warm_pool__w4__n16__b1,custom_fused,warm_pool,4,16,1,3,10,2278.61129201483,11.371518919157719,0.8793899980373681,10,1.75653076171875,0.0,0.0,18312.31236795429,1308.0223119967352,0.0
20260228_203718,custom_fused__warm_pool__w4__n16__b4,custom_fused,warm_pool,4,16,4,3,10,3469.8096410138533,5.538525786445041,7.222138443030417,40,1.7567062377929688,0.0,0.0,19742.400215065572,1410.1714439332552,0.0
20260228_203718,custom_fused__warm_pool__w4__n64__b1,custom_fused,warm_pool,4,64,1,3,10,2285.1216859999113,11.37085164748084,0.8794416029704735,10,1.7567214965820312,0.0,0.0,11307.680066965986,807.6914333547132,0.0
20260228_203718,custom_fused__warm_pool__w4__n64__b4,custom_fused,warm_pool,4,64,4,3,10,3472.6576379616745,5.532747615738714,7.229680943011772,40,1.764862060546875,0.0,0.0,18941.125164041296,1352.9375117172353,0.0
20260228_203718,medrs_custom__warm_pool__w0__n16__b1,medrs_custom,warm_pool,0,16,1,3,10,6375.375983014237,2.2927861117056887,4.361505832988769,10,1.70562744140625,0.0,0.0,16853.755034971982,1203.8396453551416,0.0
20260228_203718,medrs_custom__warm_pool__w0__n16__b4,medrs_custom,warm_pool,0,16,4,3,10,10813.854227017146,1.1860828196207889,33.72445780201815,40,2.9150161743164062,0.0,0.0,48660.9072140418,3475.779086717271,0.0
20260228_203718,medrs_custom__warm_pool__w0__n64__b1,medrs_custom,warm_pool,0,64,1,3,10,4225.982111005578,2.2494997739541187,4.445432765001897,10,2.912616729736328,0.0,0.0,15135.41544607142,1081.1011032908157,0.0
20260228_203718,medrs_custom__warm_pool__w0__n64__b4,medrs_custom,warm_pool,0,64,4,3,10,10961.084244016092,1.1758067139330999,34.01919679995626,40,2.90936279296875,0.0,0.0,49184.515776112676,3513.1796982937626,0.0
20260228_203718,medrs_custom__warm_pool__w4__n16__b1,medrs_custom,warm_pool,4,16,1,3,10,4470.085398992524,10.394436648078274,0.9620530999964103,10,4.0288238525390625,0.0,0.0,5005.396369902883,357.5283121359202,0.0
20260228_203718,medrs_custom__warm_pool__w4__n16__b4,medrs_custom,warm_pool,4,16,4,3,10,5587.82551495824,8.27564872904996,4.833457932982128,40,5.705482482910156,0.0,0.0,10618.652930948883,758.4752093534917,0.0
20260228_203718,medrs_custom__warm_pool__w4__n64__b1,medrs_custom,warm_pool,4,64,1,3,10,4813.45032498939,7.636939528271154,1.309425059997011,10,4.524238586425781,0.0,0.0,6049.016696109902,432.0726211507073,0.0
20260228_203718,medrs_custom__warm_pool__w4__n64__b4,medrs_custom,warm_pool,4,64,4,3,10,5989.28237700602,7.900607965740791,5.062901510042138,40,5.515491485595703,0.0,0.0,11389.340090972837,813.5242922123455,0.0
