run_id,cell_id,backend,cache_state,workers,n_patches,batch_size,warmup_batches,timed_batches,time_to_first_batch_ms,throughput_samples_per_sec,timed_wall_seconds,samples_timed,peak_cpu_rss_gb_global,peak_vram_allocated_gb,peak_vram_reserved_gb,gpu_starvation_wait_ms_total,gpu_starvation_wait_ms_mean,replacement_wait_ms_total
20260228_190853,custom_fused__warm_pool__w0__n16__b1,custom_fused,warm_pool,0,16,1,3,10,7385.266178054735,2.3713556924917123,4.216997066978365,10,1.7159652709960938,0.0,0.0,20441.56544143334,1460.1118172452386,0.0
20260228_190853,custom_fused__warm_pool__w0__n16__b4,custom_fused,warm_pool,0,16,4,3,10,12403.733090031892,1.1750194691862117,34.04198913206346,40,1.7646102905273438,0.0,0.0,50440.619870088995,3602.901419292071,0.0
20260228_190853,custom_fused__warm_pool__w0__n64__b1,custom_fused,warm_pool,0,64,1,3,10,5422.928340965882,2.3890999535459145,4.185676696011797,10,1.7507972717285156,0.0,0.0,16343.248841585591,1167.3749172561136,0.0
20260228_190853,custom_fused__warm_pool__w0__n64__b4,custom_fused,warm_pool,0,64,4,3,10,12302.499891025946,1.1696770338788216,34.197474038926885,40,1.7501411437988281,0.0,0.0,50559.16503397748,3611.3689309983915,0.0
20260228_190853,custom_fused__warm_pool__w4__n16__b1,custom_fused,warm_pool,4,16,1,3,10,932.814524974674,11.24518789905442,0.8892692669760436,10,1.1007614135742188,0.0,0.0,10907.676375238225,779.1197410884446,0.0
20260228_190853,custom_fused__warm_pool__w4__n16__b4,custom_fused,warm_pool,4,16,4,3,10,1619.6498018689454,5.58099931840013,7.1671752168331295,40,1.4125747680664062,0.0,0.0,17589.99407920055,1256.4281485143251,0.0
20260228_190853,custom_fused__warm_pool__w4__n64__b1,custom_fused,warm_pool,4,64,1,3,10,961.8020290508866,12.088794180422891,0.8272123630158603,10,1.1645469665527344,0.0,0.0,9081.472674617544,648.6766196155388,0.0
20260228_190853,custom_fused__warm_pool__w4__n64__b4,custom_fused,warm_pool,4,64,4,3,10,1637.9700880497694,5.630324051386884,7.104386823019013,40,1.4047737121582031,0.0,0.0,16330.736763076857,1166.4811973626327,0.0
20260228_190853,monai__warm_pool__w0__n16__b1,monai,warm_pool,0,16,1,3,10,10718.033428071067,2.739777882091779,3.6499309178907424,10,2.458740234375,0.0,0.0,14453.18445423618,1032.370318159727,0.0
20260228_190853,monai__warm_pool__w0__n16__b4,monai,warm_pool,0,16,4,3,10,9316.68017595075,2.4317501388826392,16.44905837997794,40,4.307685852050781,0.0,0.0,30156.6429825034,2154.0459273216716,0.0
20260228_190853,monai__warm_pool__w0__n64__b1,monai,warm_pool,0,64,1,3,10,9622.196996817365,1.315797705387332,7.599952453980222,10,4.626491546630859,0.0,0.0,17586.116024758667,1256.151144625619,0.0
20260228_190853,monai__warm_pool__w0__n64__b4,monai,warm_pool,0,64,4,3,10,10231.485242024064,1.083546309652351,36.91581951198168,40,4.6218109130859375,0.0,0.0,56916.2278000731,4065.4448428623646,0.0
20260228_190853,monai__warm_pool__w4__n16__b1,monai,warm_pool,4,16,1,3,10,2460.3207199834287,0.9362705981517752,10.680672894930467,10,5.791255950927734,0.0,0.0,18166.703352006152,1297.6216680004395,0.0
20260228_190853,monai__warm_pool__w4__n16__b4,monai,warm_pool,4,16,4,3,10,4103.913034079596,0.6725691945505207,59.47343459096737,40,5.5960693359375,0.0,0.0,87714.01786385104,6265.2869902750745,0.0
20260228_190853,monai__warm_pool__w4__n64__b1,monai,warm_pool,4,64,1,3,10,6856.3848389312625,0.31657199421368243,31.58839121204801,10,5.787792205810547,0.0,0.0,48552.31229728088,3468.022306948634,0.0
20260228_190853,monai__warm_pool__w4__n64__b4,monai,warm_pool,4,64,4,3,10,11550.78722210601,0.19747520898222307,202.5570713719353,40,5.29864501953125,0.0,0.0,282726.4405153692,20194.7457510978,0.0
20260228_190853,medrs__warm_pool__w0__n16__b1,medrs,warm_pool,0,16,1,3,10,167.75592393241823,2.931705317038402,3.410984024172649,10,2.7803802490234375,0.0,0.0,3964.716880582273,283.19406289873376,0.0
20260228_190853,medrs__warm_pool__w0__n16__b4,medrs,warm_pool,0,16,4,3,10,633.7895898614079,1.183190484107743,33.80689799087122,40,3.664875030517578,0.0,0.0,37732.65876225196,2695.1899115894257,0.0
20260228_190853,medrs__warm_pool__w0__n64__b1,medrs,warm_pool,0,64,1,3,10,83.87281582690775,2.4411030264179367,4.096508787944913,10,2.8550987243652344,0.0,0.0,5219.86012882553,372.84715205896646,0.0
20260228_190853,medrs__warm_pool__w0__n64__b4,medrs,warm_pool,0,64,4,3,10,1331.7023320123553,2.7923862777087876,14.324665723834187,40,3.2582359313964844,0.0,0.0,19751.112597296014,1410.7937569497153,0.0
20260228_190853,medrs__warm_pool__w4__n16__b1,medrs,warm_pool,4,16,1,3,10,448.5144920181483,4.8188507111178565,2.0751836069393903,10,3.92449951171875,0.0,0.0,486.15869134664536,34.725620810474666,0.0
20260228_190853,medrs__warm_pool__w4__n16__b4,medrs,warm_pool,4,16,4,3,10,1060.7125039678067,6.451959731520556,6.199666715925559,40,6.605010986328125,0.0,0.0,8511.372632579878,607.9551880414199,0.0
20260228_190853,medrs__warm_pool__w4__n64__b1,medrs,warm_pool,4,64,1,3,10,378.1143920496106,13.273243307654399,0.7533953660167754,10,5.2822723388671875,0.0,0.0,485.27080239728093,34.66220017123435,0.0
20260228_190853,medrs__warm_pool__w4__n64__b4,medrs,warm_pool,4,64,4,3,10,931.5525980200619,7.875959565608437,5.07874623616226,40,4.155754089355469,0.0,0.0,3488.0277428310364,249.14483877364546,0.0
